sourceSku,sourceBrand,sourceName,relationType,confidence,score,targetSku,targetBrand,targetName,matchTokens,patternLabel,sourceField,evidence
22828.261.001,MENZERNA,MENZERNA 2500 İnce Çizik Giderici Pasta - 1 lt,use_with,low,6,530883,FLEX,FLEX İkili Makine Duvar Askı Aparatı - Metal,makine,X ile (birlikte) kullan,faq#1997,[X ile (birlikte) kullan] …2500 elle uygulamaya da tam uyumludur. Ancak makine ile uygulama daha etkili ve hızlı sonuçlar verir.…
22992.261.001,MENZERNA,MENZERNA 3800 Süper Hare Giderici Cila - 1 lt,use_after,low,6,22984.260.001,MENZERNA,MENZERNA 1000 Çizik Giderici Kalın Pasta - 1 kg,pasta,X sonrası(nda),description,[X sonrası(nda)] …ın klasik ve güvenilir final cilasıdır. Pasta işlemi sonrası oluşan hareleri ve hologramları etkili…
22992.261.001,MENZERNA,MENZERNA 3800 Süper Hare Giderici Cila - 1 lt,alternatives,low,6,SGGD004,SGCB,SGCB Araç Yıkama Süngeri 20cm (Siyah) – Yüksek Su Emici Dayanıklı Oto Temizlik Sünger,yuksek,X alternatifi,description,[X alternatifi] …nin altında olan dengeli bir üründür. • Yüksek Parlaklık Alternatifi: Menzerna Super Finish 3500 Menzerna 35…
24011.261.080,MENZERNA,"MENZERNA Marin, Tekne Gelcoat Boya 3in1 Tek Adım Pasta Cila Koruma - 1 lt",use_after,low,6,Q2-PR1000M,GYEON,GYEON Q Primer Koruma Öncesi Seramik Bazlı Son Kat Cila - 1000 ml,oncesi,X sonrası(nda),description,"[X sonrası(nda)] …kullanılır. • Tek Adımda Sezon Bakımı: Sezon öncesi veya sonrası, teknenizin jelkot yüzeyini canlandırma…"
24952,EPOCA,EPOCA A-TYPE 0.6 Kimyasal Dayanımlı El Tipi Sprey Şişe 600 ml - Beyaz/Siyah (NBR),use_before,low,6,PPF-L500M,GYEON,GYEON QM PPF Lift PPF Folyo Konumlandırma Yeniden Montaj Sıvısı - 500 ml -Yoğun Konsantre,montaj,X öncesi(nde),description,"[X öncesi(nde)] …Bina/Yapı & İnşaat: Yüzey nemlendirme, montaj öncesi hazırlık • Tarım & Bahçe: Bitki bakı…"
26900.223.012,MENZERNA,MENZERNA Rotary ve Orbital Uyumlu Hare Giderici Sünger 130/150mm - Yeşil,use_with,low,6,24017.261.080,MENZERNA,MENZERNA Premium Power Cut 200 (PPC 200) - Ağır Kesim Tekne Cilası - 1 lt,power,X ile (birlikte) kullan,faq#2021,"[X ile (birlikte) kullan] …Final Finish 3000, 3500, 3800 ve Power Protect Ultra 2in1 ile kullanım için optimize edilmiştir.…"
26900.224.012,MENZERNA,MENZERNA Hare Giderici Cila Süngeri (Yeşil) - 150mm,use_with,low,6,24017.261.080,MENZERNA,MENZERNA Premium Power Cut 200 (PPC 200) - Ağır Kesim Tekne Cilası - 1 lt,power,X ile (birlikte) kullan,faq#1867,"[X ile (birlikte) kullan] …Final Finish 3000, 3500, 3800 ve Power Protect Ultra 2in1 ile kullanım için optimize edilmiştir.…"
336807,FLEX,FLEX Polisaj Makinesi Yedek Kömür Takımı L48 (2 Adet),use_after,low,6,533019,FLEX,FLEX PE 150 18-EC Set Rotary Çift Akülü Kablosuz Polisaj Makinesi Seti 18V -Kömürsüz Fırçasız Motor,motor,X sonrası(nda),faq#1455,[X sonrası(nda)] …Motor kömürleri aşındığında (genellikle 200-500 saat kullanım sonrası) veya kıvılcım artışı fark edildiğinde…
399647,FLEX,FLEX Polisaj Makinesi Yedek Kömür Takımı K96 (2 Adet),use_after,low,6,533019,FLEX,FLEX PE 150 18-EC Set Rotary Çift Akülü Kablosuz Polisaj Makinesi Seti 18V -Kömürsüz Fırçasız Motor,motor,X sonrası(nda),faq#1458,[X sonrası(nda)] …Motor kömürleri aşındığında (genellikle 200-500 saat kullanım sonrası) veya kıvılcım artışı fark edildiğinde…
481491,FLEX,FLEX VC 6 L MC 18.0V Şarjlı Kablosuz El Süpürgesi 6 Litre - 4 Başlıklı Taşınabilir Toz Emici,accessories,low,6,516112,FLEX,FLEX FS 140 Set PXE 80 İçin Esnek Uzatma Aparatı Seti,esnek,X aksesuarı,description,"[X aksesuarı] …Uzayabilen Vakum Hortumu – 0,5 m’den 2,5 m’ye kadar esnek kullanım Aksesuar Saklama İmkanı – Entegre braketler ile…"
516112,FLEX,FLEX FS 140 Set PXE 80 İçin Esnek Uzatma Aparatı Seti,accessories,low,6,SGPM009,SGCB,"SGCB PPF Folyo Tutucu Saplı Magnet - 6,2 cm x 4,3 cm - Mıknatıslı",tutucu,X aksesuarı,description,[X aksesuarı] …nger Çeşiti - Kutu içersisinde bulunur Kaymaz Uç Tutucu – Güvenli ve sabit aksesuar tutuşu Uzun Ömürlü Malzeme – Yüksek ka…
700468,FRA-BER,"FRA-BER Cream Leather Deri Bakım Ve Koruyucu Parfümlü - 4,54 lt",alternatives,low,6,74391,FRA-BER,"FRA-BER Polish Plus Antistatik Plastik, Trim, Vinil Yenileyici Bakım Spreyi (1:3 Konsantre) - 25 lt",vinil,X benzeri/muadili,description,"[X benzeri/muadili] …umluluğu: Doğal deri, suni deri (Sky), vinil ve benzeri hassas yüzeylerde güvenle kullanılabili…"
70640,FRA-BER,"FRA-BER Tri-Foam Sarı Renkli, Cilalı Ön Yıkama Şampuanı (1:80 Konsantre) - 25 kg",use_with,low,6,701285,FRA-BER,"FRA-BER Pulitutto Deri, kumaş ve plastik Temizleyici Köpük - 1000 ml",kopuk,X ile (birlikte) kullan,description,[X ile (birlikte) kullan] …ça kokulu ve aktif bir köpük oluşturur. Köpük yapıcılar ile kullanıldığında renkli bir görsel etki yaratır. Sarı r…
71331,FRA-BER,FRA-BER Cera Self Wax Koruyucu Ve Parlatıcı Hızlı Cila Vişne Kokulu (1:200 Konsantre) - 25 lt,use_with,low,6,PS0313,LITTLE JOE,Little Joe Çiçek Araç Asma Koku (Flower) -30 Gün -İpli Oto Kokusu -Ayna Parfümü,"30,arac",X ile (birlikte) kullan,description,[X ile (birlikte) kullan] …ml 990 ml – 995 ml Durulama gerekmez Otomatik Portal / Tünel Sistem Kurulama Öncesi Parlatma Saf Kullanım 10 – 30 ml / araç – Sistem dozaj pompası ile uygulanır…
74059,FRA-BER,FRA-BER Lustrawax Nano Teknoloji Konsantre Koruyucu Cila - 1 lt,use_with,low,6,SGGD402,SGCB,SGCB 10 Desenli Su Püskürtme Sulama Tabancası – Ayarlanabilir Tazyik 10 Kademeli Bahçe Hortum,sulama,X ile (birlikte) kullan,description,[X ile (birlikte) kullan] …a 20–40 ml (1 : 249 – 1 : 124) karışım; sulama kabı ile uygulama. • Kış Öncesi Kalkan: Saf uygulama › 3…
74436,FRA-BER,FRA-BER Deotex Plus Dezenfektan Ve Koku Giderici Sprey - 250 ml,use_after,low,6,76006,FRA-BER,FRA-BER Pulitore Cerchi Enzimli Jant Ve Balata Tozu Temizleyici Sprey - 750 ml,sprey,X sonrası(nda),description,[X sonrası(nda)] …re karşı etkili fiziksel hijyen sağlar. Sprey uygulaması sonrası araç içi misk & narenciye kokusuyla fer…
77075,FRA-BER,FRA-BER All Aliment Alkol Bazlı Yüzey Temizleyici Ve Dezenfektan (1:10 Konsantre) - 25 lt,use_after,low,6,71490,FRA-BER,"FRA-BER Neve Yoğun Köpüklü Araç Yıkama Şampuanı Cilalı Parfümlü Oto Köpüğü - 4,54 Lt",yogun,X sonrası(nda),faq#793,[X sonrası(nda)] …Düzenli temizlikte gerekmez; yoğun dezenfeksiyon sonrası gıda temas yüzeylerinde sıcak su ile du…
81773,IK SPRAYERS,"IK TEAT SPRAYER 1,5 Uzun Nozullu Alttan Püskürtmeli Basınçlı Pompa 1.5 Litre",use_after,low,6,Q2-PR1000M,GYEON,GYEON Q Primer Koruma Öncesi Seramik Bazlı Son Kat Cila - 1000 ml,oncesi,X sonrası(nda),faq#1653,"[X sonrası(nda)] …Evet, sağım öncesi ve sonrası düzenli kullanımla mastitis riski azalt…"
MXP-CCN50KS,MX-PRO,MTS KİMYA MX-PRO CRYSTAL Seramik Kaplama 50ml – Kutu Set,use_after,low,6,SGGD004,SGCB,SGCB Araç Yıkama Süngeri 20cm (Siyah) – Yüksek Su Emici Dayanıklı Oto Temizlik Sünger,yikama,X sonrası(nda),description,"[X sonrası(nda)] …lir. 110 derece boncuklama açısıyla, yağmur ya da yıkama sonrası size görsel şölen sunar. Yüksek parlakl…"
MXP-HC50KS,MX-PRO,MTS KİMYA MX-PRO HYDRO Seramik Kaplama 50ml – Kutu Set,use_after,low,6,SGGD004,SGCB,SGCB Araç Yıkama Süngeri 20cm (Siyah) – Yüksek Su Emici Dayanıklı Oto Temizlik Sünger,yikama,X sonrası(nda),description,"[X sonrası(nda)] …verir. 110 derece boncuklama açısıyla, yağmur ya da yıkama sonrası size görsel şölen sunar. Yüksek parlakl…"
Q2-CCE200M,GYEON,GYEON Q CanCoat EVO Hidrofobik Nano Seramik Kaplama Seti - 200 ml - 9H Oto Boya Koruma-Su İtici,use_with,low,6,Q2M-TRC500M,GYEON,GYEON QM Trim Cleaner Anti-Statik Plastik Trim Vinil Motor Parçalara Özel Temizleyici - 500 ml,vinil,X ile uyumlu,faq#253,"[X ile uyumlu] …Evet, PPF ve vinil ile uyumludur.…"
Q2-QV120M,GYEON,GYEON Q QuickView Cam Su Kaydırıcı - 120 ml -Yağmur Kaydırıcı Su İtici,use_after,low,6,Q2M-GPE2P,GYEON,GYEON QM GlassPack EVO Cam Yüzey Temizlik ve Silme Mikrofiber Bezi Seti 2'lü Paket - 40x40 cm,silme,X sonrası(nda),description,[X sonrası(nda)] …iresel hareketlerle eşit film oluştur. Terleme & Silme – 5 dk kürleşme sonrası nemli BaldWipe ile kalıntıyı al. Kürle…
Q2M-GP250M,GYEON,GYEON QM Glass Polish Cam Pastası Leke Temizleyici Kireç Çözücü Hafif Çizik Giderici - 250 ml,use_with,low,6,530883,FLEX,FLEX İkili Makine Duvar Askı Aparatı - Metal,makine,X ile (birlikte) kullan,description,[X ile (birlikte) kullan] …profesyonel makineleri tavsiye edilir. o Makine ile Uygulama İçin: Menzerna veya MG PADS ürün gamınd…
Q2M-IR4000M,GYEON,"GYEON QM Iron REDEFINED Demir Tozu, Balata Tozu Temizleyici Ve Pas Sökücü PH Nötr - 4000 ml",use_after,low,6,Q2M-WCYA4000M,GYEON,GYEON QM WetCoat Nano Boya Koruma Ve Seramik Sprey Hızlı Cila - 4000 ml -Su İtici Parlak Islak Cila,hizli,X sonrası(nda),description,[X sonrası(nda)] …uşturur. Öne Çıkan Özellikler • Hızlı Renk Değişimi — 15 sn sonrası mor tepkimeyle kirin bulunduğu alanı gö…
Q2M-PPFSL4000M,GYEON,GYEON QM PPF Slip PPF Folyo Montaj Yapıştırma Sıvısı Yoğun Konsantre - 4000 ml,use_with,low,6,Q2M-TRC500M,GYEON,GYEON QM Trim Cleaner Anti-Statik Plastik Trim Vinil Motor Parçalara Özel Temizleyici - 500 ml,vinil,X ile uyumlu,faq#1168,"[X ile uyumlu] …Evet, TPU, TPH ve vinil dahil piyasadaki tüm PPF türleri ile uyumludur.…"
Q2M-PPR1000M,GYEON,GYEON QM PPF Renew PPF Folyo Temizleyici Yenileyici Ve Koruyucu Pasta - 1000 ml,use_with,low,6,530883,FLEX,FLEX İkili Makine Duvar Askı Aparatı - Metal,makine,X ile (birlikte) kullan,description,"[X ile (birlikte) kullan] …i temizleyen bir yüzey oluşturur. Ürün, hem makine ile hem de el ile uygulamada pürüzsüz, parlak ve su itici bir yüzey…"
Q2M-PWE4040C,GYEON,GYEON QM PolishWipe EVO Lazer Kesim Çift Yönlü Cila Bezi - 40x40 cm,use_after,low,6,Q2M-CM1000M,GYEON,GYEON QM Compound Çizik Giderici Pasta - 1000 ml,pasta,X sonrası(nda),faq#2380,[X sonrası(nda)] …Makineli pasta sonrası pasta kalıntılarının temizlenmesi için…
Q2M-RW1000M,GYEON,GYEON QM RestartWash Konsantre Yüzey Yenileyici Şampuan - 1000 ml,use_after,low,6,Q2M-PM500M,GYEON,GYEON Q PurifyMaintain Antibakteriyel Yüzey Temizlik ve Bakım Spreyi - 500 ml,bakim,X sonrası(nda),faq#168,[X sonrası(nda)] …Hidrofobi azaldığında veya düzensiz bakım sonrası kullanmanız önerilir.…
SGGA081,SGCB,SGCB Cam Çizik Giderici Keçe 150mm – Silecek İzi Kireç Leke Giderici Pasta Yün Keçesi,use_with,low,6,530883,FLEX,FLEX İkili Makine Duvar Askı Aparatı - Metal,makine,X ile (birlikte) kullan,faq#1125,"[X ile (birlikte) kullan] …Hayır, bu keçe makine ile kullanım için tasarlanmıştır. Elle kullanıma uyg…"
Q2M-CCE,GYEON,GYEON QM Clay Coarse EVO Agresif Yüzey Temizleyici Kil Hamuru - 100 gr -Kimyasala Dayanıklı,use_before,medium,23,Q2M-IR4000M,GYEON,"GYEON QM Iron REDEFINED Demir Tozu, Balata Tozu Temizleyici Ve Pas Sökücü PH Nötr - 4000 ml","demir,iron,redefined,tozu",X öncesi(nde),description,[X öncesi(nde)] …nmeyi azaltır Maksimum yüzey güvenliği Q²M Iron REDEFINED Demir tozu çözündürücü Kil öncesi/eş zamanlı kullanım Q²M Tar REDEFINED…
Q2M-CME,GYEON,GYEON QM Clay Mild EVO Günlük Hafif Yüzey Temizleyici Kil Hamuru - 100 gr -Kimyasala Dayanıklı,use_before,medium,23,Q2M-IR4000M,GYEON,"GYEON QM Iron REDEFINED Demir Tozu, Balata Tozu Temizleyici Ve Pas Sökücü PH Nötr - 4000 ml","demir,iron,redefined,tozu",X öncesi(nde),description,[X öncesi(nde)] …venliği Mild & Coarse kil ile tam uyum Q²M Iron REDEFINED Demir tozu çözündürme Kil öncesi veya eş zamanlı Q²M Bathe Essence Kons…
Q2M-TOTR1000M,GYEON,GYEON QM Total Remover Balmumu Wax Cila Çözücü Koruma Sökücü - 1000 ml,use_after,medium,23,Q2M-IR4000M,GYEON,"GYEON QM Iron REDEFINED Demir Tozu, Balata Tozu Temizleyici Ve Pas Sökücü PH Nötr - 4000 ml","demir,iron,redefined,tozu",X sonrası(nda),description,"[X sonrası(nda)] …ı Şampuan + SiO², hafif hidrofobi ekler Q²M Iron REDEFINED Demir tozu dekontaminasyon Total Remover sonrası tam çıplak yüzey Sıkça Sorulan Sorular…"
SGGD053,SGCB,SGCB Rotary Esnek Silikon Pad Destek Tabanı 6''/150 mm,use_with,medium,23,26935.099.001,MENZERNA,MENZERNA Rotary Polisaj Makineleri için Esnek ve Dayanıklı Ped Destek Disk Tabanlık - 148mm,"makineleri,polisaj,rotary",X ile uyumlu,faq#1493,[X ile uyumlu] …M14 dişli tüm rotary polisaj makineleri ile uyumludur.…
Q2M-GP250M,GYEON,GYEON QM Glass Polish Cam Pastası Leke Temizleyici Kireç Çözücü Hafif Çizik Giderici - 250 ml,use_before,medium,22,Q2-VE20M,GYEON,GYEON Q View EVO Cam Su İtici Yağmur Kaydırıcı Seramik Kaplama - 20 ml,"cam,kaplama,kaydirici,su",X uygulamadan önce,description,[X uygulamadan önce] …kusur giderme için tavsiye edilir. • S: Cam su kaydırıcı kaplama uygulamadan önce bu ürünü kullanmak neden önemlidir? C:…
Q2M-LCN1000M,GYEON,GYEON QM Leather Cleaner Natural Modern Napa Yarı Anilin Derilere Özel Temizleyici - 1000 ml,use_after,medium,22,Q2-LSE50M,GYEON,GYEON Q Leather Shield EVO Deri Aksamlar İçin Koruyucu Seramik Kaplama - 50 ml,"deri,evo,kaplama,seramik",X sonrası(nda),description,[X sonrası(nda)] …köpük dağıtımı Dikiş aralarında etkili Q² LeatherShield EVO 12 ay+ seramik deri kaplama Natural sonrası maksimum tutunma Q² LeatherCoat REDEFI…
Q2M-PPFW500M,GYEON,GYEON QM PPF Wash PPF Folyo Kaplı Araçlara Özel Yıkama Şampuanı - 500 ml -Demir Tozu Sökücü,use_after,medium,21,Q2M-PPFMR500M,GYEON,GYEON QM PPF Maintain REDEFINED PPF Folyo Bakım Ve Koruma Cilası - 500 ml -Seramik Sprey Wax,"maintain,ppf,redefined",X sonrası(nda),description,[X sonrası(nda)] …Iron Aylık ferrous bakım Yoğun birikim Q²M PPF Maintain REDEFINED Hızlı hidrofobi takviyesi Kurulama sonrası Sıkça Sorulan Sorular Q: PPF Wa…
700096,INNOVACAR,INNOVACAR SC1 SEALANT Hızlı Hidrofobik Seramik Bazlı Nano Koruma - 5 lt,use_after,medium,20,Q2M-PYA4000M,GYEON,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,"kaplama,oncesi,seramik",X sonrası(nda),description,[X sonrası(nda)] …sit / alkali yıkamalara karşı direnç • Seramik kaplama öncesi veya sonrası kullanıma uygun • Uzun süreli koruma –…
79296,INNOVACAR,INNOVACAR SC3 GLASS SEALANT Cam Su İtici Yağmur Kaydırıcı Nano Kaplama - 100 ml,use_after,medium,20,Q2M-PYA4000M,GYEON,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,"kaplama,oncesi,seramik",X sonrası(nda),description,"[X sonrası(nda)] …leri, balkon camları, ofis bölmeleri • Seramik cam kaplama öncesi detaylı hazırlık sonrası SC3 NASIL KULLANILIR? | Uygulama T…"
79472,INNOVACAR,"INNOVACAR Araç Yıkama Kovası Seti 20 Lt Siyah (Süzgeç + Vidalı Kapak) - Wash Bucket, Grit Guard",use_after,medium,20,Q2M-PYA4000M,GYEON,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,"kaplama,oncesi,seramik",X sonrası(nda),description,[X sonrası(nda)] …yöntemi ile araç yıkama süreçlerinde • Seramik kaplama öncesi veya sonrası çiziksiz temizlik işlemlerinde • Teker…
MGPS-6045,MG PS,MG PS Süngerli Kil Bloğu 10x6 cm (Siyah) - Clay Pad Sponge Block,use_before,medium,20,Q2-PC100M,GYEON,GYEON Q PurifyCoat Antibakteriyel Yüzey Koruma Seramik Kaplama - 100 ml -12 Ay Dayanım,"kaplama,koruma,seramik",X öncesi(nde),description,[X öncesi(nde)] …Seramik Kaplama Öncesi Derin Temizlik Boya koruma filmi (TPU PPF) veya seramik kaplama uygulaması öncesinde kullanılarak kaplama kimyasallarının bo…
Q2M-OR500M,GYEON,GYEON QM OdorRemover Kötü Koku Giderici Sprey- 500 ml -Çok Amaçlı Geniş Alan Kokusu,use_after,medium,20,Q2M-ORP4P,GYEON,GYEON QM OdorRemover Pads Kötü Koku Giderici Ped - 4'lü Paket -Çok Amaçlı Koku Giderici,"koku,odorremover,pads",X sonrası(nda),description,[X sonrası(nda)] …zliği Püskürtme öncesi yüzey hazırlığı Q²M OdorRemover Pads Sürekli koku giderme Sprey sonrası ekstra destek Q²M BaldWipe Microfiber…
79292,INNOVACAR,INNOVACAR D2 CHECK Alkol Bazlı Yüzey Temizleyici Konsantre - 500 ml,use_before,medium,19,Q2M-SEP1010C,GYEON,GYEON QM Suede EVO Seramik Uygulamaları İçin Süet Silme Bezi 1010cm - 10 lu Paket,"seramik,uygulamalari",X öncesi(nde),description,[X öncesi(nde)] …M ALANLARI | Nerelerde Kullanılır? • Seramik ve nano kaplama uygulamaları öncesinde yüzey hazırlığında • Cila sonrası yüze…
Q2-LSE50M,GYEON,GYEON Q Leather Shield EVO Deri Aksamlar İçin Koruyucu Seramik Kaplama - 50 ml,use_before,medium,19,Q2M-LCSYA1000M,GYEON,GYEON QM LeatherCleaner Strong Güçlü Deri Temizleyici - 1000 ml -Mat Görünüm Deri Koltuk Temizleme,"leathercleaner,strong",X öncesi(nde),description,[X öncesi(nde)] …r & Tamamlayıcı Ürünler Ürün Amaç Uyum Q²M LeatherCleaner Natural / Strong Derin temizlik & yağ giderme Kaplama öncesi gerekli Q²M MF Applicator Geniş panel u…
Q2M-PWE4040C,GYEON,GYEON QM PolishWipe EVO Lazer Kesim Çift Yönlü Cila Bezi - 40x40 cm,use_before,medium,19,Q2M-PYA4000M,GYEON,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,"kaplama,temizleyici",X öncesi(nde),description,[X öncesi(nde)] …en yumuşak verniklerde bile güvenli. • Çok Yönlü – Hem pasta temizleyici hem de kaplama öncesi son silime uygun. Önerilen Aksesua…
Q2M-PYA4000M,GYEON,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,use_before,medium,19,Q2-TRE30M,GYEON,GYEON Q Trim EVO Plastik Koruyucu Ve Solmuş Plastik Yenileyici Seramik Kaplama - 30ml,"kaplama,plastik,trim",X öncesi(nde),description,"[X öncesi(nde)] …giderir, antistatik film oluşturur. • Plastik Trim Canlandırma — Kaplama öncesi parlak ve yağsız taban sağlar. • Bodys…"
22930.261.001,MENZERNA,Menzerna 1100 Keçe Uyumlu Kalın Pasta Agresif Çizik Giderici – 1 Lt,use_with,medium,18,26907.099.001,MENZERNA,MENZERNA Ağır Kesim Kalın Pasta Süngeri 2li Paket (Kırmızı) - 95mm,"kalin,pasta,sungeri",X ile (birlikte) kullan,faq#1971,"[X ile (birlikte) kullan] …Krater Keçe, Doğal Kuzu Postu Keçe, Mikrofiber Keçe ve Kalın Pasta Süngeri ile kullanılabilir. Özellikle keçe uygulamaları için optim…"
26900.224.011,MENZERNA,MENZERNA İnce Kesim Pasta Süngeri (Sarı) - 150mm,use_with,medium,18,22748.261.001,MENZERNA,MENZERNA One-Step Polish 3in1 Tek Adım Pasta Cila Koruma - 1 lt,"3in1,one,polish,step",X ile (birlikte) kullan,faq#1848,"[X ile (birlikte) kullan] …Medium Cut Polish 2200, Medium Cut Polish 2500 ve One Step Polish 3in1 ile kullanım için optimize edilmiştir.…"
26900.224.011,MENZERNA,MENZERNA İnce Kesim Pasta Süngeri (Sarı) - 150mm,use_after,medium,18,26907.099.001,MENZERNA,MENZERNA Ağır Kesim Kalın Pasta Süngeri 2li Paket (Kırmızı) - 95mm,"kalin,kirmizi,pasta",X sonrası(nda),faq#1849,"[X sonrası(nda)] …Evet, kalın pasta (kırmızı ped) sonrası ara kat olarak kullanılarak kusurları g…"
701003,FRA-BER,FRA-BER Bersolwax Seramik İçerikli Yeni Nesil Araç Yıkama Şampuanı - 1000 ml,use_with,medium,18,18848,EPOCA,EPOCA A-TYPE 1.5 PRO Köpük Yapıcı Asit Dayanımlı Basınçlı Pompa 1.8 Litre,"basincli,kopuk,pompa",X ile (birlikte) kullan,description,[X ile (birlikte) kullan] …ğı uygulayın. 6. Bol suyla durulayın. Köpük tabancası veya basınçlı pompa ile uygulamalarda özel oranları aşağıdaki tabloda bulabil…
79292,INNOVACAR,INNOVACAR D2 CHECK Alkol Bazlı Yüzey Temizleyici Konsantre - 500 ml,use_before,medium,18,Q2-CCE200M,GYEON,GYEON Q CanCoat EVO Hidrofobik Nano Seramik Kaplama Seti - 200 ml - 9H Oto Boya Koruma-Su İtici,"kaplama,nano,seramik",X öncesi(nde),description,[X öncesi(nde)] …LİKLER | D2 Check Ürün Özellikleri • Seramik/nano kaplama öncesi yağ çözücü yüzey hazırlayıcı • Klasik…
Q2M-DT10P,GYEON,GYEON QM Degrease Tabs Araç Yüzey Temizleyici Cila Yağ Çözücü Tablet - 10lu Paket,use_before,medium,18,Q2-BS30M,GYEON,GYEON Q Booster Seramik Yenileyici Hidrofobik Kaplama - 30 ml,"hidrofobik,kaplama",X öncesi(nde),description,"[X öncesi(nde)] …Kurulama & denetim Tüysüz, iz bırakmaz Q²M Cure / WetCoat İlk hidrofobik katman Kaplama öncesi su lekesi riskini düşürür Sıkça So…"
Q2M-PWE4040C,GYEON,GYEON QM PolishWipe EVO Lazer Kesim Çift Yönlü Cila Bezi - 40x40 cm,use_after,medium,18,Q2-CCE200M,GYEON,GYEON Q CanCoat EVO Hidrofobik Nano Seramik Kaplama Seti - 200 ml - 9H Oto Boya Koruma-Su İtici,"evo,kaplama,seramik",X sonrası(nda),description,[X sonrası(nda)] …Sıkça Sorulan Sorular (FAQ) S: PolishWipe EVO’yu seramik kaplama sonrası silme işleminde kullanabilir miyim? C:…
22828.261.001,MENZERNA,MENZERNA 2500 İnce Çizik Giderici Pasta - 1 lt,use_after,medium,17,22930.261.001,MENZERNA,Menzerna 1100 Keçe Uyumlu Kalın Pasta Agresif Çizik Giderici – 1 Lt,"agresif,kece,pasta",X sonrası(nda),description,[X sonrası(nda)] …ek için kullanılır. • Keçe İzi Giderme: Agresif pasta ve yün keçe uygulamaları sonrası yüzeyde kalan hare ve ince çizikleri gi…
26900.223.011,MENZERNA,MENZERNA Rotary ve Orbital Uyumlu İnce Pasta Süngeri 130/150mm - Sarı,use_after,medium,17,26907.099.001,MENZERNA,MENZERNA Ağır Kesim Kalın Pasta Süngeri 2li Paket (Kırmızı) - 95mm,"agir,kesim,kirmizi",X sonrası(nda),faq#2019,"[X sonrası(nda)] …Evet, ağır kesim (kırmızı ped) sonrası ara kat olarak kullanılarak kalan çizik…"
83371602,IK SPRAYERS,IK PPF 12 Yedek Tabanca Ucu - Nozzle,use_with,medium,17,SGGS003,SGCB,SCCB Kısa Nozul Hava Tabancası – Kompresör Basınçlı Hava Üfleyici – Air Blow Gun,"basincli,tabancasi",X ile uyumlu,faq#1508,[X ile uyumlu] …IK PPF 12 basınçlı püskürtücü tabancası ile uyumludur.…
BUR060,MG PS,MG PS Kalın Pasta Süngeri Flat (Bordo) 60 mm - Mini Polisaj Makinesi Uyumlu,use_with,medium,17,487988,FLEX,FLEX XCE/XFE Orbital Polisaj Makineleri Uyumlu Velcro Taban 150mm,"makineleri,polisaj",X ile (birlikte) kullan,faq#1116,[X ile (birlikte) kullan] …Nano ve mini polisaj makineleri ile kullanılır.…
MGPS-2019KM,MG PS,MG PS Orta Sert Yüzey Temizleyici Kil Hamuru 100 gr (Mavi) - Clay Bar Temizleme Kili,use_before,medium,17,Q2M-RWYA1000M,GYEON,GYEON QM RestartWash Seramik Kaplama PPF Yenileyici Asidik Şampuan - 1000 ml -Konsantre,"kaplama,ppf,seramik",X öncesi(nde),description,[X öncesi(nde)] …ve sert su izlerini çizmeden söker. • PPF / Seramik Kaplama Öncesi Kaplama öncesi görünmez kalıntıları te…
MGPS-6009P,MG PS,MG PS Kil Bezi 30x30 cm (Kırmızı) - Clay Towel Cloth Yüzey Temizleme Kili,use_before,medium,17,Q2M-RWYA1000M,GYEON,GYEON QM RestartWash Seramik Kaplama PPF Yenileyici Asidik Şampuan - 1000 ml -Konsantre,"kaplama,ppf,seramik",X öncesi(nde),description,[X öncesi(nde)] …erini çiziksiz şekilde uzaklaştırır. • PPF / Seramik Kaplama Öncesi Kaplama öncesi görünmez film ve yağlar…
MGPS-6031B-P,MG PS,MG PS Mikrofiber El Kil Pedi 12x9 cm (Kırmızı) - Süngerli Clay Pad Sponge Block,use_before,medium,17,Q2M-RWYA1000M,GYEON,GYEON QM RestartWash Seramik Kaplama PPF Yenileyici Asidik Şampuan - 1000 ml -Konsantre,"kaplama,ppf,seramik",X öncesi(nde),description,[X öncesi(nde)] …i çiziksiz bir şekilde uzaklaştırır. • PPF / Seramik Kaplama Öncesi Kaplama öncesi görünmez kalıntıları te…
MGPS-6045,MG PS,MG PS Süngerli Kil Bloğu 10x6 cm (Siyah) - Clay Pad Sponge Block,use_before,medium,17,Q2M-RWYA1000M,GYEON,GYEON QM RestartWash Seramik Kaplama PPF Yenileyici Asidik Şampuan - 1000 ml -Konsantre,"kaplama,ppf,seramik",X öncesi(nde),description,[X öncesi(nde)] …izleyerek kaplamanın ömrünü uzatır. 4. PPF / Seramik Kaplama Öncesi Derin Temizlik Boya koruma filmi (TPU…
