sku,template_group,template_sub_type,specs_object
Q2M-LWE40402P,microfiber,interior_cloth,"{""size"":""40x40 cm"",""target_surface"":""Deri"",""features"":""Deri temizleyicilerle kullanım için özel doku"",""quantity"":2,""edge_type"":""Lazer Kesim"",""wash_temp_max"":30}"
Q2M-SEP1010C,microfiber,suede_cloth,"{""size"":""10x10 cm"",""gsm"":200,""quantity"":10,""features"":""Seramik kaplama aplikatörüne sarılarak kullanılır"",""wash_temp_max"":30}"
KLIN-3113AG,microfiber,multi_purpose_cloth,"{""size"":""40x40 cm"",""quantity"":10,""features"":""Genel temizlik için ekonomik paket"",""material_blend"":""Polyester/Polyamide"",""ccs_technology"":true,""wash_temp_max"":40}"
Q2M-IPE4P,microfiber,kit,"{""kit_contents"":[""InteriorWipe (2)"",""GlassWipe (1)"",""LeatherWipe (1)""],""features"":""Komple iç temizlik seti"",""size"":""40x40 cm"",""edge_type"":""Ultrasonik Lazer Kesim"",""wash_temp_max"":30}"
Q2M-GPE2P,microfiber,kit,"{""kit_contents"":[""GlassWipe"",""BaldWipe""],""features"":""Waffle ve düz dokuma kombinasyonu"",""size"":""40x40 cm"",""wash_temp_max"":30}"
Q2M-WP,microfiber,wash_mitt,"{""sub_type"":""wash_mitt"",""size"":null,""gsm"":null,""material_blend"":null,""edge_type"":null,""recommended_use"":null,""wash_instructions"":null,""pile_type"":null,""absorption_level"":null,""color"":null,""type"":""Çift Taraflı (Uzun/Kısa Lif)"",""features"":""Q²M RestartWash ile uyumlu""}"
3215ZB,microfiber,buffing_cloth,"{""size"":""40x40 cm"",""gsm"":320,""type"":""Dual Pile (Çift Taraflı)"",""edge_type"":""Lazer Kesim"",""features"":""Cila silme ve parlatma"",""quantity"":2,""material_blend"":""Polyester/Polyamide"",""color"":""Gri"",""ccs_technology"":true,""wash_temp_max"":40}"
3217HS-5W,microfiber,multi_purpose_cloth,"{""size"":""40x40 cm"",""gsm"":430,""quantity"":5,""color"":""Beyaz"",""features"":""Genel temizlik ve silme"",""edge_type"":""Lazer Kesim"",""silicone_free"":true,""ccs_technology"":true,""wash_temp_max"":40}"
3218-1,microfiber,glass_cloth,"{""size"":""30x40 cm"",""type"":""Dual Pile (Çift Taraflı)"",""features"":""İz bırakmayan cam temizliği"",""color"":""Sarı"",""ccs_technology"":true,""wash_temp_max"":40}"
Q2M-WD4060C,microfiber,glass_cloth,"{""size"":""40x60 cm"",""type"":""Waffle Weave"",""gsm"":390,""features"":""Cam ve yüzey kurulama için büyük boy"",""material_blend"":""Polyester/Polyamid"",""absorption_level"":""Çok yüksek (9/10)"",""wash_temp_max"":30}"
3225A-BL,microfiber,wash_mitt,"{""size"":""25x15 cm"",""type"":""Wash Pad"",""color"":""Mavi"",""features"":""Araç yıkama için düz pad"",""inner_sponge_mm"":14,""weight_gr"":280,""ccs_technology"":true,""wash_temp_max"":40}"
3227B,microfiber,wash_mitt,"{""size"":""20x16 cm"",""type"":""Soft Long Pile"",""color"":""Siyah"",""features"":""Yumuşak tüylü yıkama eldiveni"",""inner_sponge_mm"":14,""weight_gr"":240,""ccs_technology"":true,""wash_temp_max"":40}"
3228R,microfiber,wash_mitt,"{""size"":""22x14 cm"",""type"":""Soft Long Pile Pad"",""color"":""Kırmızı"",""features"":""Yumuşak tüylü yıkama padi"",""inner_sponge_mm"":14,""weight_gr"":280,""ccs_technology"":true,""wash_temp_max"":40}"
70919,microfiber,chamois_drying_towel,"{""sub_type"":""pump_sprayer"",""capacity_liters"":null,""chemical_resistance"":null,""max_pressure_bar"":null,""pressure_relief_valve"":null,""nozzle_types"":null,""compressed_air_connection"":null,""spare_seals_included"":null,""spray_pattern_adjustable"":null,""function"":""Kurulama ve Temizlik Bezi"",""material"":""Sentetik Güderi"",""dimensions"":""54 x 44 cm"",""weight_g"":300,""made_in"":""İtalya""}"
3219,microfiber,cleaning_cloth,"{""sub_type"":""pump_sprayer"",""capacity_liters"":null,""chemical_resistance"":null,""max_pressure_bar"":null,""pressure_relief_valve"":null,""nozzle_types"":null,""compressed_air_connection"":null,""spare_seals_included"":null,""spray_pattern_adjustable"":null,""function"":""Zorlu Kir ve Yağ Temizliği"",""material"":""Elastik Fiber + Polimer Kaplama"",""dimensions"":""30 x 60 cm"",""color"":""Yeşil"",""ccs_system"":true,""made_in"":""Güney Kore""}"
3236NBR2,microfiber,interior_cleaning_applicator,"{""sub_type"":""pump_sprayer"",""capacity_liters"":null,""chemical_resistance"":null,""max_pressure_bar"":null,""pressure_relief_valve"":null,""nozzle_types"":null,""compressed_air_connection"":null,""spare_seals_included"":null,""spray_pattern_adjustable"":null,""function"":""Araç İçi Deri ve Plastik Temizlik"",""material"":""Sentetik fiber + Sünger"",""dimensions"":""9 x 6 x 1.8 cm"",""quantity"":2,""dual_sided"":true,""made_in"":""Güney Kore""}"
26.900.224.010,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Kırmızı"",""diameter_mm"":150,""machine_compatibility"":[""Rotary"",""Orbital""],""base_diameter_mm"":130,""hardness"":""Hard"",""washable"":true,""safety_edge"":true}"
26.900.224.011,polishing_pad,foam_pad,"{""cut_level"":""Medium Cut"",""color"":""Sarı"",""diameter_mm"":150,""machine_compatibility"":[""Rotary"",""Orbital""],""base_diameter_mm"":130,""hardness"":""Medium"",""washable"":true,""safety_edge"":true}"
26.900.224.012,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Yeşil"",""diameter_mm"":150,""machine_compatibility"":[""Rotary"",""Orbital""],""base_diameter_mm"":130,""hardness"":""Soft"",""washable"":true,""safety_edge"":true}"
26.907.099.001,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Kırmızı"",""diameter_mm"":95,""machine_compatibility"":[""Rotary"",""Orbital""],""base_diameter_mm"":75,""hardness"":""Hard"",""washable"":true,""safety_edge"":true,""pack_quantity"":2}"
26.908.099.001,polishing_pad,foam_pad,"{""cut_level"":""Medium Cut"",""color"":""Sarı"",""diameter_mm"":95,""machine_compatibility"":[""Rotary"",""Orbital""],""base_diameter_mm"":75,""hardness"":""Medium"",""washable"":true,""safety_edge"":true,""pack_quantity"":2}"
26.909.099.001,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Yeşil"",""diameter_mm"":95,""machine_compatibility"":[""Rotary"",""Orbital""],""base_diameter_mm"":75,""hardness"":""Soft"",""washable"":true,""safety_edge"":true,""pack_quantity"":2}"
26.900.223.003,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Sarı"",""diameter_mm"":150,""machine_compatibility"":[""Rotary""],""height_mm"":30,""hardness"":""Medium-Soft"",""cell_structure"":""Open Cell"",""origin"":""Avrupa""}"
26.914.099.001,polishing_pad,wool_pad,"{""cut_level"":""Heavy Cut"",""material"":""Kuzu Yünü"",""diameter_mm"":140,""machine_compatibility"":[""Orbital""],""foam_interface"":true,""short_pile"":true,""safety_edge"":true,""hook_and_loop"":true}"
26.906.099.001,polishing_pad,wool_pad,"{""cut_level"":""Heavy Cut"",""material"":""Kuzu Yünü"",""diameter_mm"":230,""machine_compatibility"":[""Rotary""],""design"":""Krater/Petek""}"
26.915.099.001,polishing_pad,wool_pad,"{""cut_level"":""Heavy Cut"",""material"":""Kuzu Yünü"",""diameter_mm"":165,""machine_compatibility"":[""Orbital""],""foam_interface"":true,""short_pile"":true,""safety_edge"":true,""hook_and_loop"":true}"
26.913.099.001,polishing_pad,wool_pad,"{""cut_level"":""Heavy Cut"",""material"":""Kuzu Yünü"",""diameter_mm"":90,""machine_compatibility"":[""Rotary"",""Orbital""],""foam_interface"":true,""short_pile"":true,""safety_edge"":true,""hook_and_loop"":true}"
PU150F-C,polishing_pad,foam_pad,"{""cut_level"":""Ultra Finish"",""color"":""Mor"",""diameter_mm"":150,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":130,""cell_structure"":""Open Cell"",""hardness"":""Medium-Hard""}"
GPRO150F-C,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Sarı"",""diameter_mm"":150,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":130,""height_mm"":25,""cell_structure"":""Open Cell"",""hardness"":""Medium-Soft""}"
KP160-22L,polishing_pad,wool_pad,"{""cut_level"":""Heavy Cut"",""material"":""Doğal Kuzu Postu"",""diameter_mm"":160,""machine_compatibility"":[""Rotary""],""wool_grade"":""1. Sınıf Merinos"",""color"":""Lila"",""attachment"":""Velcro (Cırt)"",""aggressive"":true}"
NPMW6555,polishing_pad,microfiber_pad,"{""cut_level"":""Medium Cut"",""material"":""Mikrofiber"",""diameter_mm"":65,""machine_compatibility"":[""Nano/Mini""],""base_diameter_mm"":55,""height_mm"":9,""color"":""Beyaz/Turuncu"",""foam_interface"":true,""short_pile"":true,""pack_quantity"":5}"
GE180F-C,polishing_pad,foam_pad,"{""cut_level"":""Protection/Wax"",""color"":""Yeşil"",""diameter_mm"":175,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":150,""cell_structure"":""Open Cell"",""hardness"":""Soft""}"
GRY180F-C,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Gri"",""diameter_mm"":175,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":155,""height_mm"":25,""cell_structure"":""Open Cell"",""hardness"":""Medium-Hard""}"
RE180F-C,polishing_pad,foam_pad,"{""cut_level"":""Medium Cut"",""color"":""Kırmızı"",""diameter_mm"":175,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":155,""height_mm"":25,""cell_structure"":""Open Cell"",""hardness"":""Medium""}"
PU140F-C,polishing_pad,foam_pad,"{""cut_level"":""Ultra Finish"",""color"":""Mor"",""diameter_mm"":140,""features"":""İnce yapı (Thinline)"",""machine_compatibility"":[""Orbital""],""base_diameter_mm"":130,""cell_structure"":""Open Cell"",""hardness"":""Medium-Hard""}"
GPRO180F-C,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Sarı"",""diameter_mm"":175,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":155,""height_mm"":25,""cell_structure"":""Open Cell"",""hardness"":""Medium-Soft""}"
GE150F-C,polishing_pad,foam_pad,"{""cut_level"":""Protection/Wax"",""color"":""Yeşil"",""diameter_mm"":150,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":130,""cell_structure"":""Open Cell"",""hardness"":""Soft""}"
DOR150F-C,polishing_pad,foam_pad,"{""cut_level"":""One Step"",""color"":""Turuncu"",""diameter_mm"":150,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":130,""cell_structure"":""Open Cell"",""hardness"":""Medium""}"
DOR160F,polishing_pad,foam_pad,"{""cut_level"":""One Step"",""color"":""Turuncu"",""diameter_mm"":160,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":130,""cell_structure"":""Open Cell"",""hardness"":""Medium""}"
VPRO160F,polishing_pad,foam_pad,"{""cut_level"":""Extra Heavy Cut"",""color"":""Beyaz"",""diameter_mm"":160,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":160,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Hard""}"
GRY200F,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Gri"",""diameter_mm"":200,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":200,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Hard""}"
RE200F,polishing_pad,foam_pad,"{""cut_level"":""Medium Cut"",""color"":""Kırmızı"",""diameter_mm"":200,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":200,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Medium-Hard""}"
GPRO200F,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Sarı"",""diameter_mm"":200,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":200,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Medium-Soft""}"
SVPRO160F,polishing_pad,foam_pad,"{""cut_level"":""Protection/Wax"",""color"":""Siyah"",""diameter_mm"":160,""form"":""Waffle"",""machine_compatibility"":[""Rotary""],""base_diameter_mm"":160,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Soft""}"
GRY6555,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Gri"",""diameter_mm"":65,""machine_compatibility"":[""Nano/Mini""],""base_diameter_mm"":55,""height_mm"":15,""cell_structure"":""Open Cell"",""hardness"":""Hard"",""pack_quantity"":5}"
BUR060,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Bordo"",""diameter_mm"":60,""machine_compatibility"":[""Nano/Mini""],""base_diameter_mm"":60,""height_mm"":15,""form"":""Flat"",""cell_structure"":""Open Cell"",""hardness"":""Hard""}"
GPRO060,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Sarı"",""diameter_mm"":60,""machine_compatibility"":[""Nano/Mini""],""base_diameter_mm"":55,""height_mm"":15,""form"":""Flat"",""cell_structure"":""Open Cell"",""hardness"":""Medium-Soft""}"
SGGA081,polishing_pad,felt_pad,"{""cut_level"":""Glass Cut"",""material"":""Rayon/Keçe"",""diameter_mm"":150,""machine_compatibility"":[""Rotary"",""Orbital""],""target_surface"":""Glass"",""base_diameter_mm"":150}"
GRY150F-C,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Gri"",""diameter_mm"":150,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":130,""height_mm"":25,""cell_structure"":""Open Cell"",""hardness"":""Medium-Hard""}"
GRY100F-C,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Gri"",""diameter_mm"":97,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":77,""height_mm"":25,""cell_structure"":""Open Cell"",""hardness"":""Medium-Hard""}"
RE150F-C,polishing_pad,foam_pad,"{""cut_level"":""Medium Cut"",""color"":""Kırmızı"",""diameter_mm"":150,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":130,""height_mm"":25,""cell_structure"":""Open Cell"",""hardness"":""Medium""}"
GPRO100F-C,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Sarı"",""diameter_mm"":97,""machine_compatibility"":[""Orbital""],""base_diameter_mm"":77,""height_mm"":25,""cell_structure"":""Open Cell"",""hardness"":""Medium-Soft""}"
GRY180F,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Gri"",""diameter_mm"":180,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":180,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Hard""}"
GRY160F,polishing_pad,foam_pad,"{""cut_level"":""Heavy Cut"",""color"":""Gri"",""diameter_mm"":160,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":160,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Hard""}"
RE180F,polishing_pad,foam_pad,"{""cut_level"":""Medium Cut"",""color"":""Kırmızı"",""diameter_mm"":180,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":180,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Medium-Hard""}"
RE160F,polishing_pad,foam_pad,"{""cut_level"":""Medium Cut"",""color"":""Kırmızı"",""diameter_mm"":160,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":160,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Medium-Hard""}"
GPRO180F,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Sarı"",""diameter_mm"":180,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":150,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Medium-Soft""}"
GPRO160F,polishing_pad,foam_pad,"{""cut_level"":""Finish"",""color"":""Sarı"",""diameter_mm"":160,""machine_compatibility"":[""Rotary""],""base_diameter_mm"":160,""height_mm"":30,""cell_structure"":""Open Cell"",""hardness"":""Medium-Soft""}"
KP160-22KL,polishing_pad,wool_pad,"{""cut_level"":""Heavy Cut"",""material"":""Doğal Kuzu Postu"",""diameter_mm"":160,""machine_compatibility"":[""Rotary""],""wool_grade"":""1. Sınıf Merinos"",""color"":""Lila"",""attachment"":""Velcro (Cırt)""}"
Q2M-PPFSL1000M,ppf_tools,ppf_install_solution,"{""function"":""Kayganlaştırıcı ve Yapıştırıcı"",""concentrate"":true,""dilution_ratio"":""1:100"",""features"":""Düşük köpük, anında yapışma başlangıcı"",""low_foam"":true,""alcohol_content"":true,""compatibility"":[""TPU"",""TPH"",""Vinil""]}"
Q2M-PPFSL4000M,ppf_tools,ppf_install_solution,"{""function"":""Kayganlaştırıcı ve Yapıştırıcı"",""concentrate"":true,""dilution_ratio"":""1:100"",""application_area"":""Profesyonel/Stüdyo"",""low_foam"":true,""alcohol_content"":true,""compatibility"":[""TPU"",""TPH"",""Vinil""],""volume_ml"":4000}"
PPF-L500M,ppf_tools,ppf_install_solution,"{""function"":""Kaldırma ve Pozisyonlama"",""concentrate"":true,""dilution_ratio"":""1:50"",""features"":""Yapışkanı bozmadan filmi kaldırmayı sağlar, jelleşmez"",""ph_neutral"":true,""solvent_free"":true,""compatibility"":[""TPU"",""TPH"",""Vinil"",""Stealth PPF""]}"
SGPM006,ppf_tools,squeegee,"{""material"":""TPU (Termoplastik Poliüretan)"",""hardness"":""Orta"",""features"":""Entegre mıknatıs, 85 derece eğimli ağız"",""target_surface"":""Geniş paneller, kapılar"",""angle"":85,""magnet"":true,""dimensions"":{""top_length_cm"":12,""bottom_length_cm"":9,""width_cm"":7.5,""thickness_cm"":0.6}}"
SGPM001,ppf_tools,squeegee,"{""material"":""TPU"",""features"":""Çift taraflı kullanım, su tahliyesi için ideal"",""hardness"":""Orta"",""angle"":85,""magnet"":true,""double_sided"":true,""dimensions"":{""length_cm"":10,""width_cm"":7,""thickness_cm"":0.5}}"
SGPM002,ppf_tools,squeegee,"{""size"":""Mini (3 cm)"",""target_surface"":""Dar alanlar, sensör çevreleri, köşeler"",""features"":""Hassas detay çalışması"",""material"":""TPU"",""hardness"":""Orta"",""angle"":85,""magnet"":true,""dimensions"":{""length_cm"":3,""width_cm"":7.5,""thickness_cm"":0.6}}"
SGPM003,ppf_tools,squeegee,"{""shape"":""Sağ Açılı Trapez"",""features"":""Köşe dönüşleri ve fitil kenarları için"",""material"":""TPU"",""hardness"":""Orta"",""angle"":85,""magnet"":true,""dimensions"":{""length_cm"":6.5,""top_width_cm"":7.5,""bottom_width_cm"":3,""thickness_cm"":0.6}}"
SGPM004,ppf_tools,squeegee,"{""shape"":""Dikdörtgen"",""target_surface"":""Düz yüzeyler, kaput, tavan"",""material"":""TPU"",""hardness"":""Orta"",""angle"":85,""magnet"":true,""dimensions"":{""length_cm"":10,""width_cm"":7.5,""thickness_cm"":0.6}}"
SGPM005,ppf_tools,squeegee,"{""shape"":""Oval / Fan"",""target_surface"":""Kapı kolları, kavisli farlar"",""material"":""TPU"",""hardness"":""Orta"",""angle"":85,""magnet"":true,""dimensions"":{""length_cm"":7,""width_cm"":7.5,""thickness_cm"":0.6}}"
SGPM007,ppf_tools,squeegee,"{""material"":""PE + Keçe"",""features"":""Çizilmeyi önleyen keçe uç, kuru uygulama uygunluğu"",""hardness"":""Orta"",""angle"":85,""felt_type"":""3M Yapışkanlı"",""dimensions"":{""length_cm"":10.4,""width_cm"":7.5,""thickness_cm"":0.5}}"
SGPM009,ppf_tools,positioning_tool,"{""holding_power"":""50 lbs"",""function"":""Folyoyu araç üzerinde sabitleme"",""material"":""Kauçuk kaplı Neodimyum"",""holding_power_lbs"":50,""magnet_count"":6,""dimensions"":{""length_cm"":6.2,""width_cm"":4.3,""thickness_cm"":0.5}}"
SGPM008,ppf_tools,consumable,"{""compatibility"":""10 cm standart ragleler"",""features"":""3M yapışkanlı, aşınma dirençli"",""material"":""3M Yapışkanlı Keçe"",""quantity"":10,""dimensions"":{""length_cm"":10,""width_cm"":3.5,""thickness_cm"":0.17}}"
Q2M-PPFIK,ppf_tools,application_kit,"{""kit_contents"":[""Ragle Seti"",""Bıçak"",""Cımbız"",""Eldiven"",""Atık Kutusu""],""features"":""Profesyonel başlangıç seti"",""total_pieces"":14}"
SGPM013,ppf_tools,application_kit,"{""kit_contents"":[""5 Farklı Boy/Şekil TPU Ragle"",""Saklama Kutusu""],""features"":""Tüm yüzey tipleri için komple çözüm"",""total_pieces"":5,""material"":""TPU"",""magnet"":true,""storage_box"":true}"
SGPM014,ppf_tools,application_kit,"{""kit_contents"":[""Sıkıştırma Raglesi"",""Kazıyıcı"",""Kenar Kapatıcı""],""target_application"":""Detaylı kenar ve fitil çalışması"",""total_pieces"":6,""material"":""TPU"",""magnet"":true}"
Q2M-ES98M,product_sets,experience_set,"{""set_type"":""experience_set"",""piece_count"":9,""total_volume"":""9 x 80 ml"",""target_user"":""başlangıç"",""contents"":[""Çeşitli GYEON ürün numuneleri""],""individual_size"":""80 ml"",""category_coverage"":[""yıkama"",""koruma"",""dekontaminasyon"",""lastik bakımı""]}"
Q2M-WCS98M,product_sets,experience_set,"{""set_type"":""experience_set"",""piece_count"":9,""total_volume"":""9 x 80 ml"",""target_user"":""başlangıç"",""contents"":[""Yıkama ve temizlik ürün numuneleri""],""individual_size"":""80 ml"",""category_coverage"":[""şampuan"",""köpük"",""dekontaminasyon"",""koruma""]}"
Q2M-PYA1000M,contaminant_solvers,oil_degreaser,"{""target_dirt"":""Yağ / Cila Kalıntısı / Parmak İzi"",""chemical_base"":""Alkol / IPA"",""function"":""Yüzeyi çıplaklaştırır ve yağdan arındırır"",""safe_surfaces"":[""Boya"",""Cam"",""Plastik""],""features"":""Antistatik, kalıntı bırakmaz"",""ipa_ratio_percent"":50,""consumption_ml_per_car"":100,""working_temp_c"":""5-35""}"
79292,contaminant_solvers,oil_degreaser,"{""target_dirt"":""Polisaj Yağı / Filler / Silikon"",""chemical_base"":""Alkol"",""function"":""Boya hatalarını ortaya çıkarır (Inspection Spray)"",""features"":""Yavaş buharlaşma, leke bırakmaz"",""ph_level"":9,""consumption_ml_per_car"":50,""concentrate"":true,""dilution_ratio"":""1:3 - 1:5""}"
Q2M-IR1000M,contaminant_solvers,iron_remover,"{""target_dirt"":""Demir Tozu / Balata Tozu"",""reaction_color"":""Mor"",""ph_level"":""Nötr"",""features"":""Jant ve kaporta güvenli"",""gel_form"":true,""odor"":""Şekerli Muz"",""consumption_ml_per_car"":150,""dwell_time_min"":""2-3""}"
76008,contaminant_solvers,bug_remover,"{""target_dirt"":""Sinek / Kuş Pisliği"",""ph_level"":""Alkali (10.5)"",""features"":""Protein bazlı kirleri çözer"",""volume_ml"":750,""ready_to_use"":true}"
Q2M-WSYA500M,contaminant_solvers,water_spot_remover,"{""target_dirt"":""Kireç / Su Lekesi"",""ph_level"":""Asidik"",""warning"":""Camda kurutmayın"",""features"":""Mineral kalıntıları eritir"",""chemical_base"":""Fosforik asit"",""dwell_time_sec"":30,""consumption_ml_per_car"":25,""ready_to_use"":true}"
Q2M-TR1000M,contaminant_solvers,tar_glue_remover,"{""target_dirt"":""Zift / Reçine / Tutkal"",""ph_level"":""Nötr"",""features"":""Kil ihtiyacını azaltır, solvent bazlı"",""voc_content"":""Düşük (LOW VOC)"",""dwell_time_min"":""1-2"",""consumption_ml_per_car"":100,""working_temp_c"":""5-35"",""ready_to_use"":true}"
79291,contaminant_solvers,iron_remover,"{""sub_type"":""iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Demir Tozu / Balata Tozu / Pas"",""reaction_color"":""Mor"",""ph_level"":""Nötr (pH 7)"",""gel_form"":true,""consumption_ml_per_car"":150,""concentrate"":true,""dilution_ratio"":""Saf veya 1:1 - 1:2""}"
Q2M-CLR500M,contaminant_solvers,clay_lubricant,"{""sub_type"":""iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""function"":""Kil Kaydırıcı"",""ph_level"":""Nötr"",""slickness"":""10/10"",""concentrate"":true,""dilution_ratio"":""1:10 - 1:25"",""volume_ml"":500,""ready_to_use"":false}"
Q2M-IR500M,contaminant_solvers,iron_remover,"{""sub_type"":""iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Demir Tozu / Balata Tozu"",""reaction_color"":""Mor"",""ph_level"":""Nötr (pH 7)"",""gel_form"":true,""odor"":""Şekerli Muz"",""consumption_ml_per_car"":150,""dwell_time_min"":""2-3"",""volume_ml"":500}"
Q2M-IR4000M,contaminant_solvers,iron_remover,"{""sub_type"":""iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Demir Tozu / Balata Tozu"",""reaction_color"":""Mor"",""ph_level"":""Nötr (pH 7)"",""gel_form"":true,""odor"":""Şekerli Muz"",""consumption_ml_per_car"":150,""dwell_time_min"":""2-3"",""volume_ml"":4000}"
Q2M-IWCR500M,contaminant_solvers,wheel_iron_remover,"{""sub_type"":""wheel_iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Demir Tozu / Balata Tozu / Jant Kiri"",""ph_level"":""Nötr (pH 7)"",""gel_form"":true,""odor"":""Muz"",""dwell_time_min"":""1-2"",""consumption_ml_per_car"":100,""working_temp_c"":""5-25"",""volume_ml"":500}"
Q2M-IWCR1000M,contaminant_solvers,wheel_iron_remover,"{""sub_type"":""wheel_iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Demir Tozu / Balata Tozu / Jant Kiri"",""ph_level"":""Nötr (pH 7)"",""gel_form"":true,""odor"":""Muz"",""dwell_time_min"":""1-2"",""consumption_ml_per_car"":100,""working_temp_c"":""5-25"",""volume_ml"":1000}"
Q2M-IWCR4000M,contaminant_solvers,wheel_iron_remover,"{""sub_type"":""wheel_iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""target_dirt"":""Demir Tozu / Balata Tozu / Jant Kiri"",""ph_level"":""Nötr (pH 7)"",""gel_form"":true,""odor"":""Muz"",""dwell_time_min"":""1-2"",""consumption_ml_per_car"":100,""working_temp_c"":""5-25"",""volume_ml"":4000}"
Q2M-CCE,contaminant_solvers,clay_bar,"{""sub_type"":""iron_remover"",""ph_label"":null,""gel_or_liquid"":null,""color_indicator"":null,""dwell_time_minutes"":null,""needs_agitation"":null,""safe_on_surfaces"":null,""odor_level"":null,""rinse_required"":null,""material"":""Polybutene reçine"",""weight_gr"":100,""hardness"":""4/10"",""chemical_resistant"":true,""cars_per_bar"":""3-4"",""working_temp_c"":""5-30""}"
